ADGRV1 (gpcr, n/a): top5=['YGL072C', 'YLR106C', 'YKR033C', 'YPL251W', 'YLR462W'] sce04011 median rank=4027 (random~3367)
CACNA1H (ion_channel, n/a): top5=['YDR488C', 'YMR069W', 'YGL126W', 'YCL036W', 'YNL307C'] sce04011 median rank=4281 (random~3367)
CACNA1B (ion_channel, n/a): top5=['YNL307C', 'YKL145W', 'YCL036W', 'YDR313C', 'YMR180C'] sce04011 median rank=3864 (random~3367)
CACNA1E (ion_channel, n/a): top5=['YDR313C', 'YGR092W', 'YJR084W', 'YML068W', 'YDR093W'] sce04011 median rank=3912 (random~3367)
CACNA1I (ion_channel, n/a): top5=['YNL307C', 'YMR069W', 'YGR092W', 'YNL339C', 'YPL283C'] sce04011 median rank=3699 (random~3367)
CACNA1C (ion_channel, n/a): top5=['YDR093W', 'YNL307C', 'YDR313C', 'YER166W', 'YML068W'] sce04011 median rank=4162 (random~3367)
CACNA1D (ion_channel, n/a): top5=['YGR092W', 'YDR093W', 'YOL075C', 'YPR111W', 'YBR023C'] sce04011 median rank=3509 (random~3367)
TRPM6 (ion_channel, n/a): top5=['YGL208W', 'YMR080C', 'YBR235W', 'YBL105C', 'YOL068C'] sce04011 median rank=2882 (random~3367)
SCN5A (ion_channel, n/a): top5=['YER166W', 'YGR281W', 'YAL026C', 'YHR030C', 'YDR093W'] sce04011 median rank=3332 (random~3367)
SCN1A (ion_channel, n/a): top5=['YCR011C', 'YOR087W', 'YAL026C', 'YDR093W', 'YGR281W'] sce04011 median rank=3368 (random~3367)
SCN2A (ion_channel, n/a): top5=['YCR011C', 'YOR087W', 'YGL006W', 'YAL026C', 'YJR001W'] sce04011 median rank=3184 (random~3367)
SCN3A (ion_channel, n/a): top5=['YCR011C', 'YOR087W', 'YAL026C', 'YDR093W', 'YGR281W'] sce04011 median rank=3280 (random~3367)
SCN9A (ion_channel, n/a): top5=['YCR011C', 'YOR087W', 'YGL006W', 'YJR001W', 'YDR093W'] sce04011 median rank=3208 (random~3367)
SCN8A (ion_channel, n/a): top5=['YCR011C', 'YOR087W', 'YAL026C', 'YDR093W', 'YER166W'] sce04011 median rank=3367 (random~3367)
CACNA1F (ion_channel, n/a): top5=['YER166W', 'YNL307C', 'YKL145W', 'YDR093W', 'YGR281W'] sce04011 median rank=3883 (random~3367)
SCN10A (ion_channel, n/a): top5=['YGR281W', 'YOR087W', 'YDR093W', 'YER166W', 'YOL075C'] sce04011 median rank=3344 (random~3367)
CACNA1S (ion_channel, n/a): top5=['YER166W', 'YGR281W', 'YDR093W', 'YNL307C', 'YOL075C'] sce04011 median rank=3736 (random~3367)
TRPM7 (ion_channel, n/a): top5=['YBR114W', 'YPL050C', 'YEL077C', 'YIL143C', 'YLR466W'] sce04011 median rank=3018 (random~3367)
SCN4A (ion_channel, n/a): top5=['YGR281W', 'YER166W', 'YAL026C', 'YDR039C', 'YDR040C'] sce04011 median rank=3408 (random~3367)
SCN11A (ion_channel, n/a): top5=['YOL075C', 'YDR135C', 'YOR087W', 'YCR011C', 'YGL006W'] sce04011 median rank=3202 (random~3367)
NALCN (ion_channel, n/a): top5=['YOR087W', 'YBL111C', 'YHR218W', 'YNL095C', 'YJR001W'] sce04011 median rank=3284 (random~3367)
PKD1L3 (ion_channel, n/a): top5=['YHR218W', 'YEL077C', 'YLR466W', 'YBL111C', 'YLL067C'] sce04011 median rank=2492 (random~3367)
TRPM3 (ion_channel, n/a): top5=['YBL105C', 'YPR019W', 'YNR011C', 'YFR028C', 'YER013W'] sce04011 median rank=2952 (random~3367)
TRPM1 (ion_channel, n/a): top5=['YGL163C', 'YDL007W', 'YBR202W', 'YPR019W', 'YNR011C'] sce04011 median rank=3397 (random~3367)
ADGRB2 (gpcr, n/a): top5=['YIL143C', 'YER148W', 'YPR204W', 'YMR109W', 'YCR047C'] sce04011 median rank=3332 (random~3367)
ADGRB1 (gpcr, n/a): top5=['YER025W', 'YFL066C', 'YER148W', 'YIL143C', 'YDR091C'] sce04011 median rank=3298 (random~3367)
ADGRB3 (gpcr, n/a): top5=['YEL013W', 'YER069W', 'YPR016C', 'YNL191W', 'YLR375W'] sce04011 median rank=2964 (random~3367)
TRPM2 (ion_channel, n/a): top5=['YFL066C', 'YER072W', 'YER025W', 'YER148W', 'YLR229C'] sce04011 median rank=3380 (random~3367)
GRIN2B (ion_channel, n/a): top5=['YCR008W', 'YJL128C', 'YBR235W', 'YLR328W', 'YDL001W'] sce04011 median rank=2704 (random~3367)
CFTR (ion_channel, n/a): top5=['YDR135C', 'YLL015W', 'YKL209C', 'YLL048C', 'YJR040W'] sce04011 median rank=2968 (random~3367)
ADGRL1 (gpcr, n/a): top5=['YKL145W', 'YLR258W', 'YOR117W', 'YER166W', 'YDR394W'] sce04011 median rank=3984 (random~3367)
GRIN2A (ion_channel, n/a): top5=['YPR019W', 'YFR048W', 'YKR050W', 'YCR008W', 'YBR235W'] sce04011 median rank=2716 (random~3367)
ADGRL2 (gpcr, n/a): top5=['YBR023C', 'YIR026C', 'YNR011C', 'YGR092W', 'YKL135C'] sce04011 median rank=3023 (random~3367)
ADGRL3 (gpcr, n/a): top5=['YIR026C', 'YNR011C', 'YGR092W', 'YBR023C', 'YDR093W'] sce04011 median rank=2980 (random~3367)
ADGRF5 (gpcr, n/a): top5=['YBR295W', 'YCR011C', 'YDR135C', 'YGR197C', 'YNL095C'] sce04011 median rank=3148 (random~3367)
ADGRA2 (gpcr, n/a): top5=['YPR204W', 'YEL077C', 'YLR466W', 'YPL245W', 'YLL067C'] sce04011 median rank=3423 (random~3367)
GRIN2D (ion_channel, n/a): top5=['YER148W', 'YGL008C', 'YNR053C', 'YER025W', 'YIL143C'] sce04011 median rank=3409 (random~3367)
ADGRA3 (gpcr, n/a): top5=['YEL013W', 'YIL143C', 'YFL066C', 'YCR047C', 'YLR113W'] sce04011 median rank=3258 (random~3367)
CNGB1 (ion_channel, n/a): top5=['YER159C', 'YBL021C', 'YFR014C', 'YLL008W', 'YNL148C'] sce04011 median rank=4230 (random~3367)
KCNMA1 (ion_channel, n/a): top5=['YFL026W', 'YIL143C', 'YEL013W', 'YIL048W', 'YER171W'] sce04011 median rank=3250 (random~3367)
GRIN2C (ion_channel, n/a): top5=['YFL066C', 'YER025W', 'YER072W', 'YER148W', 'YDR091C'] sce04011 median rank=3364 (random~3367)
KCNT1 (ion_channel, n/a): top5=['YER025W', 'YEL027W', 'YDR091C', 'YPL086C', 'YFL066C'] sce04011 median rank=3322 (random~3367)
ADGRG6 (gpcr, n/a): top5=['YEL013W', 'YFL066C', 'YFL026W', 'YOR061W', 'YOR378W'] sce04011 median rank=3160 (random~3367)
GPR158 (gpcr, n/a): top5=['YPR204W', 'YFL066C', 'YEL077C', 'YIL143C', 'YER148W'] sce04011 median rank=3184 (random~3367)
TRPM4 (ion_channel, n/a): top5=['YER072W', 'YGL008C', 'YER148W', 'YMR109W', 'YPL036W'] sce04011 median rank=3356 (random~3367)
GRM5 (gpcr, n/a): top5=['YAL026C', 'YKL129C', 'YGL120C', 'YKL104C', 'YBR080C'] sce04011 median rank=3340 (random~3367)
HCN4 (ion_channel, n/a): top5=['YHR030C', 'YHR135C', 'YGR152C', 'YKL129C', 'YEL077C'] sce04011 median rank=2966 (random~3367)
KCNH7 (ion_channel, n/a): top5=['YOL113W', 'YLR362W', 'YDR477W', 'YNL161W', 'YBR274W'] sce04011 median rank=2302 (random~3367)
GRM1 (gpcr, n/a): top5=['YHR030C', 'YKL104C', 'YAL026C', 'YGR152C', 'YGL120C'] sce04011 median rank=3332 (random~3367)
TRPM5 (ion_channel, n/a): top5=['YER072W', 'YGL008C', 'YER148W', 'YPL036W', 'YLR229C'] sce04011 median rank=3476 (random~3367)
KCNH2 (ion_channel, n/a): top5=['YJL225C', 'YIL177C', 'YHR030C', 'YER190W', 'YGL163C'] sce04011 median rank=3387 (random~3367)
CACNA2D2 (ion_channel, n/a): top5=['YER025W', 'YDR091C', 'YFL066C', 'YNR053C', 'YPR016C'] sce04011 median rank=3380 (random~3367)
KCNU1 (ion_channel, n/a): top5=['YJL093C', 'YLR241W', 'YOR291W', 'YBR235W', 'YNL321W'] sce04011 median rank=2568 (random~3367)
CACNA2D4 (ion_channel, n/a): top5=['YGL120C', 'YLR234W', 'YJL030W', 'YDL140C', 'YGL063W'] sce04011 median rank=3853 (random~3367)
KCNT2 (ion_channel, n/a): top5=['YER025W', 'YDR091C', 'YPL086C', 'YEL027W', 'YPR016C'] sce04011 median rank=3360 (random~3367)
TRPA1 (ion_channel, n/a): top5=['YBR235W', 'YMR080C', 'YGL006W', 'YNL021W', 'YDR264C'] sce04011 median rank=2953 (random~3367)
GRIN3A (ion_channel, n/a): top5=['YFL066C', 'YPR016C', 'YEL013W', 'YER025W', 'YDR091C'] sce04011 median rank=3214 (random~3367)
KCNH8 (ion_channel, n/a): top5=['YOL113W', 'YDR477W', 'YDR292C', 'YBR274W', 'YLR362W'] sce04011 median rank=2417 (random~3367)
TRPM8 (ion_channel, n/a): top5=['YEL013W', 'YIL143C', 'YHR128W', 'YDR021W', 'YGR252W'] sce04011 median rank=3282 (random~3367)
CACNA2D1 (ion_channel, n/a): top5=['YDR091C', 'YER025W', 'YPR016C', 'YHR128W', 'YER069W'] sce04011 median rank=3396 (random~3367)
CACNA2D3 (ion_channel, n/a): top5=['YGL120C', 'YKR002W', 'YDL140C', 'YJL030W', 'YOR270C'] sce04011 median rank=3714 (random~3367)
KCNH3 (ion_channel, n/a): top5=['YER190W', 'YJL225C', 'YIL177C', 'YLL067C', 'YLR466W'] sce04011 median rank=3392 (random~3367)
ADGRF3 (gpcr, n/a): top5=['YHR189W', 'YGL126W', 'YER190W', 'YNR057C', 'YJL225C'] sce04011 median rank=3648 (random~3367)
CASR (gpcr, n/a): top5=['YBR235W', 'YDR375C', 'YAL026C', 'YKL104C', 'YPL175W'] sce04011 median rank=2960 (random~3367)
GRIN3B (ion_channel, n/a): top5=['YEL026W', 'YER148W', 'YNR053C', 'YER025W', 'YLR367W'] sce04011 median rank=3386 (random~3367)
ADGRG2 (gpcr, n/a): top5=['YPR204W', 'YEL077C', 'YLR113W', 'YEL013W', 'YLR466W'] sce04011 median rank=3176 (random~3367)
KCNH4 (ion_channel, n/a): top5=['YJL225C', 'YIL177C', 'YBL105C', 'YER190W', 'YHR135C'] sce04011 median rank=2930 (random~3367)
GRID1 (ion_channel, n/a): top5=['YOL075C', 'YDR093W', 'YIR026C', 'YBR023C', 'YNR011C'] sce04011 median rank=3204 (random~3367)
GRID2 (ion_channel, n/a): top5=['YOL075C', 'YDR093W', 'YBR023C', 'YIL047C', 'YDR135C'] sce04011 median rank=3227 (random~3367)
ANO2 (ion_channel, n/a): top5=['YER166W', 'YGL120C', 'YBR038W', 'YHR107C', 'YDR093W'] sce04011 median rank=3620 (random~3367)
KCNH1 (ion_channel, n/a): top5=['YPL119C', 'YBR080C', 'YMR109W', 'YKL129C', 'YLR113W'] sce04011 median rank=3400 (random~3367)
CLCN1 (ion_channel, n/a): top5=['YHR030C', 'YPL203W', 'YMR109W', 'YGL120C', 'YJL164C'] sce04011 median rank=3447 (random~3367)
KCNH5 (ion_channel, n/a): top5=['YMR080C', 'YGR152C', 'YOR326W', 'YDL001W', 'YBL105C'] sce04011 median rank=3320 (random~3367)
ANO1 (ion_channel, n/a): top5=['YGL163C', 'YBR202W', 'YBR236C', 'YGL130W', 'YGL120C'] sce04011 median rank=3756 (random~3367)
GRIK5 (ion_channel, n/a): top5=['YGL120C', 'YHR030C', 'YPL203W', 'YER166W', 'YGR218W'] sce04011 median rank=3504 (random~3367)
TRPC4 (ion_channel, n/a): top5=['YDR093W', 'YOR087W', 'YGL163C', 'YGL201C', 'YIR026C'] sce04011 median rank=3462 (random~3367)
TRPC5 (ion_channel, n/a): top5=['YIR026C', 'YOR087W', 'YDR093W', 'YGL163C', 'YNL095C'] sce04011 median rank=3244 (random~3367)
PKD2 (ion_channel, n/a): top5=['YER072W', 'YFL066C', 'YLR229C', 'YPR165W', 'YER025W'] sce04011 median rank=3480 (random~3367)
LGR6 (gpcr, n/a): top5=['YPR204W', 'YEL077C', 'YLR466W', 'YGL008C', 'YBL112C'] sce04011 median rank=3261 (random~3367)
ADGRD2 (gpcr, n/a): top5=['YHR189W', 'YHR169W', 'YKL086W', 'YPL067C', 'YPL218W'] sce04011 median rank=4402 (random~3367)
GABBR1 (gpcr, n/a): top5=['YER025W', 'YEL027W', 'YAL064C-A', 'YFL066C', 'YPL086C'] sce04011 median rank=3232 (random~3367)
KCNH6 (ion_channel, n/a): top5=['YHR030C', 'YHR005C', 'YGR152C', 'YDL057W', 'YER190W'] sce04011 median rank=3010 (random~3367)
GRIK4 (ion_channel, n/a): top5=['YGL120C', 'YHR030C', 'YER166W', 'YPL203W', 'YAL026C'] sce04011 median rank=3508 (random~3367)
LGR4 (gpcr, n/a): top5=['YEL077C', 'YLR466W', 'YEL013W', 'YHR218W', 'YFL066C'] sce04011 median rank=3050 (random~3367)
GABBR2 (gpcr, n/a): top5=['YDR135C', 'YBR235W', 'YDR375C', 'YNL095C', 'YHL003C'] sce04011 median rank=3145 (random~3367)
GRIN1 (ion_channel, n/a): top5=['YFL066C', 'YER025W', 'YAL064C-A', 'YPL086C', 'YPR016C'] sce04011 median rank=3296 (random~3367)
KCNQ5 (ion_channel, n/a): top5=['YML133C', 'YJL225C', 'YLL066C', 'YIL177C', 'YLL067C'] sce04011 median rank=2972 (random~3367)
TRPC6 (ion_channel, n/a): top5=['YFL066C', 'YEL013W', 'YER025W', 'YJR065C', 'YPL086C'] sce04011 median rank=3294 (random~3367)
GPRC6A (gpcr, n/a): top5=['YDR331W', 'YIL048W', 'YIL088C', 'YBR235W', 'YHR132C'] sce04011 median rank=2787 (random~3367)
TRPC3 (ion_channel, n/a): top5=['YFL066C', 'YER025W', 'YPL086C', 'YAL064C-A', 'YDR091C'] sce04011 median rank=3362 (random~3367)
GRIK3 (ion_channel, n/a): top5=['YPL203W', 'YBR160W', 'YLR113W', 'YJL164C', 'YHR030C'] sce04011 median rank=3564 (random~3367)
GRIK1 (ion_channel, n/a): top5=['YAL026C', 'YKL146W', 'YGR040W', 'YKL166C', 'YER171W'] sce04011 median rank=3262 (random~3367)
GRM7 (gpcr, n/a): top5=['YER025W', 'YLR229C', 'YDR091C', 'YPL086C', 'YEL027W'] sce04011 median rank=3381 (random~3367)
GRM4 (gpcr, n/a): top5=['YLR229C', 'YDR091C', 'YPR165W', 'YER025W', 'YHR128W'] sce04011 median rank=3412 (random~3367)
KCNB2 (ion_channel, n/a): top5=['YBL105C', 'YGL208W', 'YHR135C', 'YPL204W', 'YGR152C'] sce04011 median rank=2872 (random~3367)
ADGRF1 (gpcr, n/a): top5=['YDR135C', 'YJR001W', 'YHR132C', 'YNL095C', 'YGR197C'] sce04011 median rank=3110 (random~3367)
ANO6 (ion_channel, n/a): top5=['YBR038W', 'YHL003C', 'YNR048W', 'YBR236C', 'YAL026C'] sce04011 median rank=3474 (random~3367)
GRM8 (gpcr, n/a): top5=['YDR091C', 'YPL086C', 'YPR016C', 'YER025W', 'YHR128W'] sce04011 median rank=3243 (random~3367)
GRIK2 (ion_channel, n/a): top5=['YBL016W', 'YBR160W', 'YLR113W', 'YJL164C', 'YAL026C'] sce04011 median rank=3416 (random~3367)
LGR5 (gpcr, n/a): top5=['YMR080C', 'YHR218W', 'YLR466W', 'YEL077C', 'YER190W'] sce04011 median rank=2960 (random~3367)
GRIA1 (ion_channel, n/a): top5=['YKR059W', 'YJL050W', 'YLR113W', 'YJR065C', 'YPR173C'] sce04011 median rank=3672 (random~3367)
TMC2 (ion_channel, n/a): top5=['YER148W', 'YIL143C', 'YMR109W', 'YKL129C', 'YEL051W'] sce04011 median rank=3368 (random~3367)
GRIA4 (ion_channel, n/a): top5=['YKR059W', 'YJL050W', 'YLR113W', 'YBL016W', 'YJR065C'] sce04011 median rank=3561 (random~3367)
CLCN2 (ion_channel, n/a): top5=['YLR229C', 'YER148W', 'YMR109W', 'YPR182W', 'YPL266W'] sce04011 median rank=3412 (random~3367)
GRIA3 (ion_channel, n/a): top5=['YKR059W', 'YJR065C', 'YJL050W', 'YLR113W', 'YNL290W'] sce04011 median rank=3584 (random~3367)
HCN1 (ion_channel, n/a): top5=['YKL129C', 'YLR113W', 'YMR109W', 'YHR030C', 'YDL001W'] sce04011 median rank=3374 (random~3367)
HCN2 (ion_channel, n/a): top5=['YMR109W', 'YKL129C', 'YLR113W', 'YER148W', 'YOR204W'] sce04011 median rank=3478 (random~3367)
ADGRE1 (gpcr, n/a): top5=['YFL066C', 'YEL013W', 'YLR229C', 'YPR165W', 'YKR059W'] sce04011 median rank=3389 (random~3367)
GRIA2 (ion_channel, n/a): top5=['YJR065C', 'YBL016W', 'YLR113W', 'YJL050W', 'YAL026C'] sce04011 median rank=3420 (random~3367)
GRM3 (gpcr, n/a): top5=['YBL016W', 'YER171W', 'YAL026C', 'YDR196C', 'YBR160W'] sce04011 median rank=3296 (random~3367)
GRM6 (gpcr, n/a): top5=['YLR229C', 'YER025W', 'YEL027W', 'YEL026W', 'YPR165W'] sce04011 median rank=3412 (random~3367)
ADGRD1 (gpcr, n/a): top5=['YFL066C', 'YEL013W', 'YFL026W', 'YER039C', 'YER072W'] sce04011 median rank=3016 (random~3367)
GRM2 (gpcr, n/a): top5=['YLR234W', 'YGL008C', 'YKR059W', 'YDL229W', 'YJL014W'] sce04011 median rank=3726 (random~3367)
KCNQ3 (ion_channel, n/a): top5=['YLL066C', 'YML133C', 'YLL067C', 'YJL225C', 'YIL177C'] sce04011 median rank=3194 (random~3367)
KCNQ2 (ion_channel, n/a): top5=['YLL067C', 'YEL077C', 'YLL066C', 'YML133C', 'YIL177C'] sce04011 median rank=3039 (random~3367)
TRPV4 (ion_channel, n/a): top5=['YGR296W', 'YPL283C', 'YNL339C', 'YDR545W', 'YLR467W'] sce04011 median rank=3562 (random~3367)
TRPC7 (ion_channel, n/a): top5=['YFL066C', 'YER025W', 'YPL086C', 'YDR091C', 'YAL064C-A'] sce04011 median rank=3343 (random~3367)
KCNB1 (ion_channel, n/a): top5=['YPL204W', 'YHR135C', 'YGR152C', 'YNL154C', 'YBL105C'] sce04011 median rank=2908 (random~3367)
LRRC8D (ion_channel, n/a): top5=['YFL066C', 'YEL013W', 'YIL143C', 'YER148W', 'YNL006W'] sce04011 median rank=3474 (random~3367)
TAS1R3 (gpcr, n/a): top5=['YPL218W', 'YLR234W', 'YGR105W', 'YGL008C', 'YPR204W'] sce04011 median rank=3658 (random~3367)
TAS1R1 (gpcr, n/a): top5=['YLR466W', 'YEL077C', 'YPR204W', 'YJL108C', 'YHR218W-A'] sce04011 median rank=3255 (random~3367)
TAS1R2 (gpcr, n/a): top5=['YDR135C', 'YBR243C', 'YMR034C', 'YLR466W', 'YJR124C'] sce04011 median rank=3122 (random~3367)
TRPV1 (ion_channel, n/a): top5=['YLR467W', 'YOR396W', 'YDR545W', 'YNL339C', 'YGR296W'] sce04011 median rank=3400 (random~3367)
ADGRE5 (gpcr, n/a): top5=['YER125W', 'YLR466W', 'YER190W', 'YPL203W', 'YPR204W'] sce04011 median rank=3382 (random~3367)
TMEM63B (ion_channel, n/a): top5=['YOR270C', 'YLR466W', 'YEL077C', 'YFL026W', 'YBR080C'] sce04011 median rank=3400 (random~3367)
ADGRE2 (gpcr, n/a): top5=['YPL203W', 'YLR229C', 'YKR059W', 'YPR182W', 'YKL190W'] sce04011 median rank=3498 (random~3367)
TPCN1 (ion_channel, n/a): top5=['YFL066C', 'YER072W', 'YLR229C', 'YKR059W', 'YNL006W'] sce04011 median rank=3416 (random~3367)
GPR156 (gpcr, n/a): top5=['YEL077C', 'YLR466W', 'YPR204W', 'YLL067C', 'YHR218W'] sce04011 median rank=2392 (random~3367)
LRRC8A (ion_channel, n/a): top5=['YFL066C', 'YER148W', 'YER072W', 'YIL143C', 'YNL006W'] sce04011 median rank=3502 (random~3367)
CNGB3 (ion_channel, n/a): top5=['YHR030C', 'YBL105C', 'YDL160C', 'YHR135C', 'YHR005C'] sce04011 median rank=3418 (random~3367)
TMEM63A (ion_channel, n/a): top5=['YMR034C', 'YPL221W', 'YLR466W', 'YOR270C', 'YEL077C'] sce04011 median rank=3296 (random~3367)
TMEM63C (ion_channel, n/a): top5=['YPL221W', 'YMR034C', 'YBR235W', 'YNL095C', 'YOL122C'] sce04011 median rank=3300 (random~3367)
PKD2L1 (ion_channel, n/a): top5=['YER072W', 'YFL066C', 'YLR229C', 'YPR165W', 'YGL008C'] sce04011 median rank=3508 (random~3367)
LRRC8B (ion_channel, n/a): top5=['YIL143C', 'YEL013W', 'YOR061W', 'YKL129C', 'YER148W'] sce04011 median rank=3350 (random~3367)
LRRC8C (ion_channel, n/a): top5=['YIL143C', 'YER148W', 'YDR129C', 'YJL050W', 'YKL190W'] sce04011 median rank=3506 (random~3367)
SCNN1D (ion_channel, n/a): top5=['YPR204W', 'YFL066C', 'YEL077C', 'YBL112C', 'YHR218W-A'] sce04011 median rank=3610 (random~3367)
ADGRG7 (gpcr, n/a): top5=['YFL026W', 'YEL013W', 'YER039C', 'YOR061W', 'YKL146W'] sce04011 median rank=3048 (random~3367)
LRRC8E (ion_channel, n/a): top5=['YMR230W', 'YOR293W', 'YOR224C', 'YJR047C', 'YEL034W'] sce04011 median rank=4086 (random~3367)
TRPC1 (ion_channel, n/a): top5=['YOR087W', 'YOL075C', 'YDR135C', 'YDR093W', 'YOR034C'] sce04011 median rank=3442 (random~3367)
TRPV3 (ion_channel, n/a): top5=['YOR087W', 'YGR092W', 'YMR288W', 'YCR048W', 'YIR026C'] sce04011 median rank=3388 (random~3367)
SMO (gpcr, n/a): top5=['YER025W', 'YFL066C', 'YER148W', 'YDR091C', 'YPR016C'] sce04011 median rank=3384 (random~3367)
CATSPER1 (ion_channel, n/a): top5=['YGL208W', 'YCR008W', 'YML133C', 'YIL177C', 'YJL225C'] sce04011 median rank=1801 (random~3367)
HCN3 (ion_channel, n/a): top5=['YMR109W', 'YPL203W', 'YLR113W', 'YER148W', 'YKL129C'] sce04011 median rank=3596 (random~3367)
NOX5 (ion_channel, n/a): top5=['YER072W', 'YER148W', 'YGL008C', 'YLR229C', 'YPL266W'] sce04011 median rank=3390 (random~3367)
TRPV6 (ion_channel, n/a): top5=['YER190W', 'YLR467W', 'YOR396W', 'YDR545W', 'YNL339C'] sce04011 median rank=3420 (random~3367)
TSHR (gpcr, n/a): top5=['YDR021W', 'YOR257W', 'YLR113W', 'YHR218W', 'YEL013W'] sce04011 median rank=3279 (random~3367)
TRPV2 (ion_channel, n/a): top5=['YER190W', 'YLR467W', 'YDR545W', 'YOR396W', 'YLR466W'] sce04011 median rank=3032 (random~3367)
TMC1 (ion_channel, n/a): top5=['YPL036W', 'YER072W', 'YGL008C', 'YER148W', 'YDR129C'] sce04011 median rank=3655 (random~3367)
SLC26A6 (ion_channel, n/a): top5=['YER072W', 'YPR165W', 'YKR059W', 'YLR229C', 'YPL218W'] sce04011 median rank=3629 (random~3367)
RXFP1 (gpcr, n/a): top5=['YIL048W', 'YBR287W', 'YPL050C', 'YER039C', 'YML018C'] sce04011 median rank=2748 (random~3367)
KCNC3 (ion_channel, n/a): top5=['YOR204W', 'YOR185C', 'YPR204W', 'YDL126C', 'YGL058W'] sce04011 median rank=3640 (random~3367)
RXFP2 (gpcr, n/a): top5=['YIL048W', 'YBR235W', 'YBR287W', 'YBR043C', 'YML018C'] sce04011 median rank=2738 (random~3367)
TPCN2 (ion_channel, n/a): top5=['YFL066C', 'YER072W', 'YLR229C', 'YGL008C', 'YHR218W-A'] sce04011 median rank=3342 (random~3367)
GPR149 (gpcr, n/a): top5=['YGL053W', 'YBR240C', 'YGL146C', 'YAR031W', 'YOR299W'] sce04011 median rank=2058 (random~3367)
KCNN3 (ion_channel, n/a): top5=['YHR135C', 'YNL154C', 'YBL105C', 'YPL204W', 'YBR235W'] sce04011 median rank=2910 (random~3367)
TRPV5 (ion_channel, n/a): top5=['YHL003C', 'YER190W', 'YCR048W', 'YDR545W', 'YLR467W'] sce04011 median rank=3450 (random~3367)
TMC4 (ion_channel, n/a): top5=['YER072W', 'YGL008C', 'YHR218W-A', 'YBL112C', 'YPR204W'] sce04011 median rank=3340 (random~3367)
ADGRF2P (gpcr, n/a): top5=['YDR135C', 'YDL057W', 'YIR026C', 'YOL075C', 'YKL161C'] sce04011 median rank=3437 (random~3367)
FZD6 (gpcr, n/a): top5=['YIR026C', 'YBR023C', 'YNR011C', 'YKL135C', 'YHL017W'] sce04011 median rank=3319 (random~3367)
CLIC6 (ion_channel, n/a): top5=['YHR169W', 'YGR214W', 'YLR048W', 'YJR047C', 'YLR293C'] sce04011 median rank=4649 (random~3367)
SLC26A1 (ion_channel, n/a): top5=['YER072W', 'YPL218W', 'YGL008C', 'YLR234W', 'YLR147C'] sce04011 median rank=3750 (random~3367)
