target_id	target_family	membership_sources	uniprot_entries	gene_aliases	protein_name	protein_length	keywords	is_calibration_control	ranking_bonus	state_observed	intended_direction	state_effect_disease_minus_desired	state_signal_to_noise	state_sign_probability	disease_expression_fraction	desired_expression_fraction	xatlas_observed	xatlas_good_cells	xatlas_batches	xatlas_knockdown_reversal	xatlas_knockdown_reversal_cosine	xatlas_batch_positive_fraction	xatlas_batch_score_se	directional_xatlas_reversal	xatlas_batch_direction_fraction	xatlas_implied_direction	state_xatlas_direction_agreement	signed_direction_directly_perturbed	direction_evidence_class	direction_evidence_interpretation	norman_clean_crispra_cells	yeast_orthologs	yeast_route_status	yeast_validation_route	yeast_nonexecutability_reason	mammalian_validation_route	expression_gate	state_direction_gate	xatlas_coverage_gate	xatlas_direction_gate	baseline_eligible	uncertainty	human_evidence	pareto_front
GABRR1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	GBRR1_HUMAN		Gamma-aminobutyric acid receptor subunit rho-1 (GABA(A) receptor subunit rho-1) (GABAAR subunit rho-1) (GABA(C) receptor)		3D-structure;Alternative splicing;Cell membrane;Chloride;Chloride channel;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Postsynaptic cell membrane;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0	True	activate	-0.0011024476601354158	0.8073571354098902	0.784	0.0018675781387645794	0.0024954823164959985	True	188	92	-0.06910174260038783	-0.15065787084277082	0.3804347826086957	0.07954637234870193	0.06910174260038783	0.6195652173913043	activate	True	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_multicomponent_channel	Reconstitute the human pore-forming complex and required accessory subunits in yeast; quantify membrane trafficking and ion-selective or membrane-potential readout.	No mapped native yeast ortholog and the snapshot indicates a multicomponent or regulatory channel; a single-gene yeast assay would be non-executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	False	True	True	False	low_expression_in_becker_states;state_direction_not_stable;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GABRR2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	GBRR2_HUMAN		Gamma-aminobutyric acid receptor subunit rho-2 (GABA(A) receptor subunit rho-2) (GABAAR subunit rho-2) (GABA(C) receptor)		Alternative initiation;Cell membrane;Chloride;Chloride channel;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Postsynaptic cell membrane;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0	True	activate	-0.005217528107095859	1.831402942056849	0.98	0.0027837485464604107	0.006711986920230617	True	345	103	0.030858343926166883	0.09880757356300572	0.49514563106796117	0.0792191117308453	-0.030858343926166883	0.5048543689320388	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_multicomponent_channel	Reconstitute the human pore-forming complex and required accessory subunits in yeast; quantify membrane trafficking and ion-selective or membrane-potential readout.	No mapped native yeast ortholog and the snapshot indicates a multicomponent or regulatory channel; a single-gene yeast assay would be non-executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GABRR3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	GBRR3_HUMAN		Gamma-aminobutyric acid receptor subunit rho-3 (GABA(A) receptor subunit rho-3) (GABAAR subunit rho-3) (GABA(C) receptor)		Cell membrane;Chloride;Chloride channel;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Membrane;Postsynaptic cell membrane;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0	True	inhibit	0.0003488241830685486	1.2592691648723564	1.0	7.047464674583319e-05	0.0	True	218	94	0.07857620793940429	0.12130997121254489	0.5106382978723404	0.07445740560614604	0.07857620793940429	0.5106382978723404	inhibit	True	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_multicomponent_channel	Reconstitute the human pore-forming complex and required accessory subunits in yeast; quantify membrane trafficking and ion-selective or membrane-potential readout.	No mapped native yeast ortholog and the snapshot indicates a multicomponent or regulatory channel; a single-gene yeast assay would be non-executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
GALR1	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P47211	GALNR;GALNR1	Galanin receptor type 1 (GAL1-R) (GALR-1)	349		False	0.0	True	activate	-0.0012076765366752322	1.913674282100881	0.984	0.0003523732337291659	0.0008605111436193099	True	89	62	0.07787289078352248	0.12902719124883805	0.4838709677419355	0.10435555686867101	-0.07787289078352248	0.5161290322580645	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GALR2	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O43603	GALNR2	Galanin receptor type 2 (GAL2-R) (GALR-2)	387		False	0.0	False	unresolved				0.0	0.0	True	205	90	0.10977633808397724	0.26655513730766517	0.43333333333333335	0.09238415725149582			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
GALR3	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O60755	GALNR3	Galanin receptor type 3 (GAL3-R) (GALR-3)	368		False	0.0	True	inhibit	0.0015300377381208818	1.416810067454073	0.987	0.0004580852038479157	0.00017210222872386197	True	118	74	0.11951909926220734	0.21471577892422872	0.5	0.07900764944012792	0.11951909926220734	0.5	inhibit	True	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
GCGR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P47871		Glucagon receptor (GL-R)	477		False	0.0	True	inhibit	0.0007948623460833915	0.7944407494232334	0.763	0.00014094929349166638	0.00025815334308579296	True	78	56	0.09093931057288258	0.1303884966237515	0.44642857142857145	0.10630389893361457	0.09093931057288258	0.44642857142857145	inhibit	True	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	False	True	False	False	low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
GHRHR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q02643		Growth hormone-releasing hormone receptor (GHRH receptor) (Growth hormone-releasing factor receptor) (GRF receptor) (GRFR)	423		False	0.0	True	inhibit	0.0003346541058514655	0.9553682232019769	0.808	0.00021142394023749956	0.00017210222872386197	True	737	109	0.017187565353590763	0.08263283991320065	0.5321100917431193	0.03920630204586323	0.017187565353590763	0.5321100917431193	inhibit	True	True	direct_same_direction_crispri	X-Atlas directly measured target knockdown; the proposed inhibitory direction therefore has same-direction perturbation evidence, outside a prospective CRC validation setting.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Repeat CRISPRi with independent guides and rescue in HCT116, then validate inhibition in a second CRC line and patient-derived organoid with target-proximal functional readout.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; direct_same_direction_crispri	
GHSR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	Q92847		Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor)	366		False	0.0	False	unresolved				0.0	0.0	True	49	37	-0.0567270353186308	-0.08068604485698552	0.2702702702702703	0.18629439020395186			unresolved	False	False	unresolved	No signed perturbation interpretation is available.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Resolve the signed direction before selecting a mammalian perturbation assay.	False	False	True	False	False	target_absent_from_becker_matrix;low_expression_in_becker_states;state_direction_not_stable;xatlas_does_not_stably_support_state_implied_direction;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; unresolved	
GIPR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P48546		Gastric inhibitory polypeptide receptor (GIP-R) (Glucose-dependent insulinotropic polypeptide receptor)	466		False	0.0	True	activate	-0.0500259370940815	2.8150603359371225	1.0	0.017618661686458297	0.045865243954909214	True	320	102	0.035603990345366446	0.1084914488828598	0.4803921568627451	0.06187047599838047	-0.035603990345366446	0.5196078431372548	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	True	True	True	False	False	xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GLP1R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P43220		Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	463		False	0.0	True	activate	-0.001083185944783812	1.2511315300579926	0.937	0.00017618661686458296	0.000602357800533517	True	282	100	-0.04432540589372786	-0.12204659987895118	0.4	0.057002268356633565	0.04432540589372786	0.6	activate	True	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	True	False	low_expression_in_becker_states;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GLP2R	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	O95838		Glucagon-like peptide 2 receptor (GLP-2 receptor) (GLP-2-R) (GLP-2R)	553		False	0.0	True	activate	-0.001982883593882434	1.856644020318127	0.987	0.0007047464674583318	0.0018931245159624817	True	293	100	-0.09193996418742431	-0.27079051364176665	0.32	0.051845525945265106	0.09193996418742431	0.6799999999999999	activate	True	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	True	False	low_expression_in_becker_states;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GLRA1	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	GLRA1_HUMAN		Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit)		3D-structure;Alternative splicing;Cell membrane;Cell projection;Chloride;Chloride channel;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Metal-binding;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport;Zinc	False	0.0	True	activate	-0.0016476289189692277	1.9911650536467151	0.974	0.0005990344973395821	0.0020652267446863437	True	77	58	-0.05546272321242652	-0.08641686283074726	0.41379310344827586	0.10221629251737424	0.05546272321242652	0.5862068965517242	activate	True	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_multicomponent_channel	Reconstitute the human pore-forming complex and required accessory subunits in yeast; quantify membrane trafficking and ion-selective or membrane-potential readout.	No mapped native yeast ortholog and the snapshot indicates a multicomponent or regulatory channel; a single-gene yeast assay would be non-executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	True	False	low_expression_in_becker_states;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GLRA2	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	GLRA2_HUMAN		Glycine receptor subunit alpha-2		3D-structure;Alternative splicing;Cell membrane;Cell projection;Chloride;Chloride channel;Disease variant;Disulfide bond;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Metal-binding;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport;Zinc	False	0.0	True	activate	-0.02175123679141204	0.5982468087928106	0.73	0.04954367666232073	0.04500473281128991	True	195	86	-0.035947430970893285	-0.09631688395580958	0.3953488372093023	0.07361092873958253	0.035947430970893285	0.6046511627906976	activate	True	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_multicomponent_channel	Reconstitute the human pore-forming complex and required accessory subunits in yeast; quantify membrane trafficking and ion-selective or membrane-potential readout.	No mapped native yeast ortholog and the snapshot indicates a multicomponent or regulatory channel; a single-gene yeast assay would be non-executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	True	False	True	True	False	state_direction_not_stable;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GLRA3	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	GLRA3_HUMAN		Glycine receptor subunit alpha-3		3D-structure;Alternative splicing;Cell membrane;Cell projection;Chloride;Chloride channel;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Metal-binding;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport;Zinc	False	0.0	True	activate	-0.0018030164137599058	2.033532419109273	0.989	0.0004580852038479157	0.001204715601067034	True	201	94	0.08099349461604664	0.1741000272234316	0.44680851063829785	0.07838446124625774	-0.08099349461604664	0.5531914893617021	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_multicomponent_channel	Reconstitute the human pore-forming complex and required accessory subunits in yeast; quantify membrane trafficking and ion-selective or membrane-potential readout.	No mapped native yeast ortholog and the snapshot indicates a multicomponent or regulatory channel; a single-gene yeast assay would be non-executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GLRB	ion_channel	UniProt_reviewed_human_keyword_snapshot:ion_channel_human.uniprot.reviewed.2026-08-13.tsv	GLRB_HUMAN		Glycine receptor subunit beta (Glycine receptor 58 kDa subunit)		3D-structure;Alternative splicing;Cell membrane;Cell projection;Chloride;Chloride channel;Cytoplasm;Disease variant;Disulfide bond;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Signal;Synapse;Transmembrane;Transmembrane helix;Transport	False	0.0	True	activate	-0.0016955851539629898	1.579925172171705	0.942	0.00028189858698333275	0.001204715601067034	True	118	72	0.13754272386211447	0.24705971370297036	0.5138888888888888	0.1143530859954933	-0.13754272386211447	0.48611111111111116	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_multicomponent_channel	Reconstitute the human pore-forming complex and required accessory subunits in yeast; quantify membrane trafficking and ion-selective or membrane-potential readout.	No mapped native yeast ortholog and the snapshot indicates a multicomponent or regulatory channel; a single-gene yeast assay would be non-executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
GNRHR	gpcr	UniProt_reviewed_human_keyword_snapshot:gpcr_human.uniprot.reviewed.2026-08-13.tsv	P30968	GRHR	Gonadotropin-releasing hormone receptor (GnRH receptor) (GnRH-R)	328		False	0.0	True	activate	-0.0007885934282967355	1.1168682716678064	0.878	0.00014094929349166638	0.000602357800533517	True	171	80	0.014076748666425738	0.033233027528025746	0.3625	0.0818421310323018	-0.014076748666425738	0.6375	inhibit	False	False	opposite_direction_crispri_counterfactual_requires_crispra	X-Atlas measured knockdown, not activation. The proposed activating direction assumes a reversible response and must be tested by CRISPRa or inducible cDNA.	0		conditional_humanized_gpcr	Heterologously express the human GPCR in S. cerevisiae, match it to a chimeric G-alpha/reporter circuit, and measure signed agonist/antagonist response.	No mapped native yeast ortholog; surface trafficking, ligand access and G-protein coupling must pass construct-level QC before this route is executable.	Use CRISPRa or inducible cDNA in HCT116 and an independent CRC organoid; require rescue/reversal and target-proximal functional readout because X-Atlas CRISPRi tests the opposite direction.	False	True	True	False	False	low_expression_in_becker_states;xatlas_does_not_stably_support_state_implied_direction;activation_not_directly_tested_in_crc_context;becker_h5ad_is_40000_cell_heuristic_epithelial_subsample;becker_bootstrap_is_sample_level_not_donor_clustered;xatlas_is_hct116_transcriptomic_not_drug_efficacy;yeast_route_is_proposed_not_experimentally_confirmed	official-metadata Becker sample-pseudobulk state contrast; measured within-batch X-Atlas HCT116 CRISPRi transcriptomic response; opposite_direction_crispri_counterfactual_requires_crispra	
