target_chembl_id	target_gene
CHEMBL2598	PRKCI
CHEMBL2599	SYK
CHEMBL260	MAPK14
CHEMBL2608	GAA
CHEMBL261	CA1
CHEMBL262	GSK3B
CHEMBL2622	Akr1b1
CHEMBL2634	CSK
CHEMBL2637	MAPK10
CHEMBL264	HRH3
CHEMBL265	Drd1
CHEMBL267	SRC
CHEMBL2671	Top2
CHEMBL268	CTSK
CHEMBL2689	MST1R
CHEMBL269	Oprd1
CHEMBL2695	PTK2
CHEMBL270	Oprm1
CHEMBL2722	CYP11B2
CHEMBL2724	Esr1
CHEMBL2725	ampC
CHEMBL273	Htr1a
CHEMBL2734	PLD2
CHEMBL274	CCR5
CHEMBL2741	Alox15
CHEMBL2742	FGFR3
CHEMBL2748	SI
CHEMBL275	PDE4B
CHEMBL276	Chrm1
CHEMBL2760	SMPD1
CHEMBL2789	HSD17B2
CHEMBL279	KDR
CHEMBL2793	CSNK1A1
CHEMBL2799	Slc6a3
CHEMBL2800	Kcnma1
CHEMBL2801	CAMK2D
CHEMBL2803	ZAP70
CHEMBL2814	Top1
CHEMBL2815	NTRK1
CHEMBL2821	F12
CHEMBL2828	CSNK1D
CHEMBL2835	JAK1
CHEMBL284	DPP4
CHEMBL2842	MTOR
CHEMBL2850	GSK3A
CHEMBL2857	protease
CHEMBL287	SIGMAR1
CHEMBL2872	MAP3K9
CHEMBL288	PDE4D
CHEMBL2882	HRH2
CHEMBL289	CYP2D6
CHEMBL2897	MAP2K4
CHEMBL2898	NFKBIA
CHEMBL2899	ADCY1
CHEMBL2903	ALOX15
CHEMBL2916	TERT
CHEMBL2918	PRKACB
CHEMBL2930	ESR1
CHEMBL2938	PRKCG
CHEMBL2939	MAPK13
CHEMBL2949	PTGS1
CHEMBL2954	CTSS
CHEMBL2959	ITK
CHEMBL2960	ADCY8
CHEMBL2964	MAP2K2
CHEMBL2971	JAK2
CHEMBL2973	ROCK2
CHEMBL298	CCKBR
CHEMBL299	PRKCA
CHEMBL2996	PRKCD
CHEMBL2999	PAK3
CHEMBL3004	ABCC1
CHEMBL3009	ERBB4
CHEMBL301	CDK2
CHEMBL302	Adora2a
CHEMBL3024	PLK1
CHEMBL3032	PKN2
CHEMBL3038487	Kcnj11 Abcc8
CHEMBL3038495	KCNMA1 KCNMB1
CHEMBL3038498	NFE2L2 KEAP1
CHEMBL304	Slc6a2
CHEMBL3045	PRKCB
CHEMBL3048	Nos1
CHEMBL3050	Maob
CHEMBL3060	SLC6A5
CHEMBL3062	Mylk
CHEMBL3069	Nr1i3
CHEMBL3071	Drd1
CHEMBL3072	Ar
CHEMBL308	CDK1
CHEMBL3081	AKR1B1
CHEMBL309	Chrm2
CHEMBL3094	MAPKAPK5
CHEMBL3108638	TRIM24
CHEMBL3108645	NSD2
CHEMBL3112376	ALKBH3
CHEMBL3114	Si
CHEMBL3116	CDK9
CHEMBL312	Alox5
CHEMBL3123	DAPK2
CHEMBL3125	RPS6KA4
CHEMBL313	Slc6a4
CHEMBL3132741	BRPF1
CHEMBL3137263	PA PB1
CHEMBL3138	Drd3
CHEMBL3140325	
CHEMBL315	Adra1b
CHEMBL3150	Vdr
CHEMBL3155	HTR7
CHEMBL3157	BDKRB2
CHEMBL3161	SELL
CHEMBL3164	ADCY3
CHEMBL318	Adora1
CHEMBL3181	HSD17B1
CHEMBL3189	ADCY5
CHEMBL319	Adra1a
CHEMBL3192	HDAC8
CHEMBL3194	TTR
CHEMBL3198	Ache
CHEMBL3199	Ache
CHEMBL3200	NEU2
CHEMBL3201	AHR
CHEMBL3202	PREP
CHEMBL321	MMP9
CHEMBL322	Htr2a
CHEMBL3223	Htr7
CHEMBL3224	ERG2
CHEMBL3231	ROCK1
CHEMBL3232688	HSPA6
CHEMBL3234	HCK
CHEMBL324	Htr2c
CHEMBL3242	CA12
CHEMBL3243	PTPRC
CHEMBL325	HDAC1
CHEMBL3251	NFKB1
CHEMBL3252	Adrb1
CHEMBL3253	ALB
CHEMBL3254	MAOA
CHEMBL3258	LARS1
CHEMBL327	Adra2a
CHEMBL3289	Alox15b
CHEMBL3290	EPHB2
CHEMBL330	Grin1
CHEMBL3301411	
CHEMBL3308902	SUP35
CHEMBL3308939	Pld1
CHEMBL3308984	DAP
CHEMBL3314	
CHEMBL3318	PPO2
CHEMBL332	MMP1
CHEMBL3329080	Cyp27b1
CHEMBL333	MMP2
CHEMBL3334418	PGAM1
CHEMBL335	PTPN1
CHEMBL3351189	SLC6A15
CHEMBL3356	CYP1A2
CHEMBL3357	IRAK1
CHEMBL3369	Mme
CHEMBL3371	HTR6
CHEMBL338	Slc6a3
CHEMBL3385	MAPK3
CHEMBL339	Drd2
CHEMBL3392921	Glra2 Glra3 Glra1 Glrb
CHEMBL3392945	
CHEMBL3396	TOP2B
CHEMBL3397	CYP2C9
CHEMBL340	CYP3A4
CHEMBL3401	NR1I2
CHEMBL3427	Drd2
CHEMBL3429	ESRRA
CHEMBL343	Gabra1
CHEMBL3430761	VRK3
CHEMBL3438	PRKCZ
CHEMBL3444	MDH2
CHEMBL3446	HTR2A
CHEMBL345	
CHEMBL3452	VDR
CHEMBL3459	Htr1b
CHEMBL346	
CHEMBL3464	Nos2
CHEMBL3467	Abcb1b
CHEMBL3468	CASP7
CHEMBL347	
CHEMBL3471	pol
CHEMBL3476	CHUK
CHEMBL348	
CHEMBL3480	CHS1
CHEMBL349	
CHEMBL3491	CYP2J2
CHEMBL3492	PSMB2
CHEMBL350	
CHEMBL351	
CHEMBL352	
CHEMBL3522	CYP17A1
CHEMBL353	
CHEMBL3530	MAP2K7
CHEMBL354	
CHEMBL3542435	UGT1A3
CHEMBL3545	FUCA1
CHEMBL3559703	PIK3R1 PIK3CB PIK3CG PIK3CA PIK3R2 PIK3CD PIK3R5 PIK3R3
CHEMBL356	
CHEMBL3560	MDH1
CHEMBL3563	
CHEMBL3564	polA
CHEMBL3571	Cnr1
CHEMBL3577	ALDH1A1
CHEMBL358	
CHEMBL3580494	MUC1
CHEMBL3582	PRKCE
CHEMBL3587	MAP2K1
CHEMBL359	
CHEMBL3594	CA9
CHEMBL360	
CHEMBL3602	Sigmar1
CHEMBL361	
CHEMBL3616	PRKCH
CHEMBL3619	UGT1A4
CHEMBL362	
CHEMBL3621037	ALKBH5
CHEMBL3622	CYP2C19
CHEMBL363	
CHEMBL3632454	KIF15
CHEMBL3638360	gag-pol
CHEMBL364	
CHEMBL3649	XDH
CHEMBL365	
CHEMBL3650	FGFR1
CHEMBL3652	blaTEM-1
CHEMBL3655	SRC
CHEMBL366	
CHEMBL367	
CHEMBL368	
CHEMBL3681	Maoa
CHEMBL3687	ALOX12
CHEMBL369	
CHEMBL3706566	
CHEMBL3706568	
CHEMBL3706572	
CHEMBL3707168	
CHEMBL3708265	NUDT1
CHEMBL371	
CHEMBL3712	Lnpep
CHEMBL3714706	Trpm7
CHEMBL3717	MET
CHEMBL372	
CHEMBL3721	CYP2C8
CHEMBL3728	ALB
CHEMBL3729	CA4
CHEMBL373	
CHEMBL374	
CHEMBL375	
CHEMBL3754	Adrb2
CHEMBL376	
CHEMBL3760	ADCY2
CHEMBL3762	Cacna1c
CHEMBL3769292	DCTPP1
CHEMBL377	
CHEMBL3774292	Dhcr24
CHEMBL3774293	Ebp
CHEMBL3774294	Cyp51a1
CHEMBL3778	IRAK4
CHEMBL378	
CHEMBL3788	PLK4
CHEMBL379	
CHEMBL3797	ATM
CHEMBL381	
CHEMBL382	
CHEMBL3829	CAMK2G
CHEMBL383	
CHEMBL3831	MARK2
CHEMBL3831201	PSMB2 PSMB1 PSMB5 PSMB8 PSMB9 PSMB6 PSMA1 PSMA2 PSMA3 PSMA4 PSMA5 PSMA6 PSMA7 PSMA8 PSMB10 PSMB11 PSMB3 PSMB4 PSMB7
CHEMBL3831283	UBA3 NAE1
CHEMBL3832741	
CHEMBL3832943	CSNK2B CSNK2A1 CSNK2A2 CSNK2A3
CHEMBL3834	BMX
CHEMBL3835	NEK2
CHEMBL3836	LIMK1
CHEMBL3837	CTSL
CHEMBL384	
CHEMBL3849	CYP51A1
CHEMBL385	
CHEMBL3859	Cyp19a1
CHEMBL386	
CHEMBL3863	PRKD1
CHEMBL3864	PTPN11
CHEMBL387	
CHEMBL3879801	
CHEMBL388	
CHEMBL3880	HSP90AA1
CHEMBL3883320	WDR5 KMT2A
CHEMBL3885502	EBP DHCR24
CHEMBL3885529	Rxra Nr1h4
CHEMBL3885569	RAN KPNB1 SNUPN
CHEMBL3885584	GNAI1 RGS12
CHEMBL3885594	KPNB1 SNUPN
CHEMBL3885644	Tlr2 Tlr1
CHEMBL3885651	ureB ureA
CHEMBL389	
CHEMBL3890	SELE
CHEMBL3897	polC
CHEMBL390	
CHEMBL3905	LYN
CHEMBL3906	RPS6KA2
CHEMBL391	
CHEMBL3912	CA13
CHEMBL392	
CHEMBL3920	PRKCQ
CHEMBL3935	AURKC
CHEMBL3938	STK16
CHEMBL394	
CHEMBL3943	HRH1
CHEMBL395	
CHEMBL396	
CHEMBL3961	MAPK11
CHEMBL397	
CHEMBL3973	FGFR4
CHEMBL3975	FBP1
CHEMBL3979	PPARD
CHEMBL398	
CHEMBL3981	STK10
CHEMBL3982	FER
CHEMBL3987	EPHA5
CHEMBL3988	EPHA4
CHEMBL3988629	Csnk2b Csnk2a1
CHEMBL3988635	Pik3r1 Pik3ca
CHEMBL399	
CHEMBL3998	DRD2
CHEMBL400	
CHEMBL4011	tat
CHEMBL4014	ABL2
CHEMBL4015	CCR2
CHEMBL4018	NPY2R
CHEMBL402	HMGCR
CHEMBL4026	STAT3
CHEMBL4029	CXCR1
CHEMBL4040	MAPK1
CHEMBL4042	Ptgs1
CHEMBL4051	CFTR
CHEMBL4069	CRHR2
CHEMBL4070	CSNK2A2
CHEMBL4071	CTSG
CHEMBL4072	CTSB
CHEMBL4074	ACE
CHEMBL4078	ache
CHEMBL4081	F3
CHEMBL4090	Pfmrk
CHEMBL4096	TP53
CHEMBL4101	PRKACA
CHEMBL4105746	MYH10
CHEMBL4105968	HPL
CHEMBL4106131	HSPD1 HSPE1
CHEMBL4106139	groL groS
CHEMBL4121	CAMK2B
CHEMBL4123	NTSR1
CHEMBL4124	Hrh3
CHEMBL4128	TEK
CHEMBL4134	EPHA8
CHEMBL4142	FGFR2
CHEMBL4143	CAPN2
CHEMBL4147	CAMK2A
CHEMBL4149	Slc7a5
CHEMBL4150	fabI
CHEMBL4153	SIGMAR1
CHEMBL4158	FASN
CHEMBL4159	HSD17B10
CHEMBL4161	
CHEMBL4179	MAPK9
CHEMBL4191	MGLL
CHEMBL4202	SLK
CHEMBL4204	MKNK2
CHEMBL4208	PSMB1
CHEMBL4214	
CHEMBL4223	FRK
CHEMBL4224	CLK1
CHEMBL4225	CLK2
CHEMBL4226	CLK3
CHEMBL4227	FPR2
CHEMBL4234	HSD17B3
CHEMBL4237	RPS6KA5
CHEMBL4246	TEC
CHEMBL4247	ALK
CHEMBL4261	HIF1A
CHEMBL4273	PRKG1
CHEMBL4282	AKT1
CHEMBL4285	ORM1
CHEMBL4295557	rep
CHEMBL4295605	
CHEMBL4295699	
CHEMBL4295703	mhcA
CHEMBL4295712	MIC
CHEMBL4295717	PDIA4
CHEMBL4295747	SHMT2
CHEMBL4295791	MYO10
CHEMBL4295792	MYH7
CHEMBL4295803	Myo1b
CHEMBL4295835	TST
CHEMBL4295837	MYH4
CHEMBL4295843	DHODH
CHEMBL4295870	Myh14
CHEMBL4295877	MYH10
CHEMBL4295901	OXR1
CHEMBL4295928	Myo5a
CHEMBL4295929	zip
CHEMBL4295979	MYO15A
CHEMBL4296001	PDIA3
CHEMBL4296299	groEL
CHEMBL4296409	
CHEMBL4296421	
CHEMBL4296429	
CHEMBL4296431	
CHEMBL4296432	
CHEMBL4296436	
CHEMBL4296444	
CHEMBL4296453	
CHEMBL4296456	
CHEMBL4296457	
CHEMBL4296459	
CHEMBL4296460	
CHEMBL4296463	
CHEMBL4296465	
CHEMBL4296471	
CHEMBL4296479	
CHEMBL4296484	
CHEMBL4296493	
CHEMBL4296498	
CHEMBL4296500	
CHEMBL4296502	
CHEMBL4296509	
CHEMBL4296515	
CHEMBL4296518	
CHEMBL4296519	
CHEMBL4296522	
CHEMBL4296533	
CHEMBL4296563	
CHEMBL4296578	
CHEMBL4296612	
CHEMBL4296661	MTOR RPTOR MLST8
CHEMBL4296662	FKBP1A FKBP1B MTOR
CHEMBL4296761	
CHEMBL4302	ABCB1
CHEMBL4303835	
CHEMBL4303836	
CHEMBL4303840	
CHEMBL4304	KCNMA1
CHEMBL4305	KCNN4
CHEMBL4306	KCNA5
CHEMBL4308	BDKRB1
CHEMBL4309	NEK6
CHEMBL4311	PAK6
CHEMBL4321	Ptgs2
CHEMBL4322	Hrh1
CHEMBL4331	HBB
CHEMBL4332	Cryz
CHEMBL4333	S1PR1
CHEMBL4346	VPAC1
CHEMBL4358	ALOX15
CHEMBL4360	SLC16A1
CHEMBL4361	MCL1
CHEMBL4364	Syk
CHEMBL4367	TXK
CHEMBL4370	UGT2B7
CHEMBL4372	lef
CHEMBL4375	SRPK1
CHEMBL4376	DYRK2
CHEMBL4377	GNAS
CHEMBL4383	GIPR
CHEMBL4399	Msr1
CHEMBL4414	PMII
CHEMBL4439	TGFBR1
CHEMBL4445	PPP3CA
CHEMBL4452	PTP1
CHEMBL4454	FGR
CHEMBL4461	SIRT3
CHEMBL4471	F2
CHEMBL4478	CACNA1B
CHEMBL4482	PAK4
CHEMBL4483221	
CHEMBL4483230	
CHEMBL4483258	
CHEMBL4483283	
CHEMBL4487	PAK2
CHEMBL4499	MT-ND4
CHEMBL4501	RPS6KB1
CHEMBL4502	CDA
CHEMBL4506	SIRT1
CHEMBL4512	fabZ
CHEMBL4513	fabG
CHEMBL4513133	
CHEMBL4513197	
CHEMBL4513212	
CHEMBL4516	CDC42BPA
CHEMBL4523	PIM2
CHEMBL4523074	
CHEMBL4523126	CAPN9
CHEMBL4523350	SARM1
CHEMBL4523415	Sdha
CHEMBL4523447	Pgam1
CHEMBL4523507	SAMHD1
CHEMBL4523510	CYP46A1
CHEMBL4523582	rep
CHEMBL4523655	CUL1 NEDD8
CHEMBL4523680	EGFR CRBN
CHEMBL4523735	FLT3 VHL
CHEMBL4523872	ADGRF1
CHEMBL4523940	vif
CHEMBL4523986	CYP3A4 CYP1A1 CYP2C18 CYP3A5 CYP1A2 CYP4F2 CYP2C9 CYP2J2 CYP2C19 CYP2C8 CYP2D6 CYP4A11 CYP2B6 CYP1B1 CYP2A6 CYP3A43 CYP2E1 CYP3A7 CYP2W1 CYP4F3 CYP2A13 CYP4F8 CYP2A7 CYP2F1 CYP2R1 CYP2S1 CYP2U1 CYP4A22 CYP4B1
CHEMBL4523987	CTRC CTRB1 CTRL CTRB2
CHEMBL4524	PAK5
CHEMBL4525	STK17A
CHEMBL4527	TNIK
CHEMBL4542	ptpA
CHEMBL4564	Dhfr
CHEMBL4573	GRM6
CHEMBL4574	BRSK2
CHEMBL4575	DYRK3
CHEMBL4576	HIPK2
CHEMBL4577	HIPK3
CHEMBL4578	MELK
CHEMBL4586	LOX1.1
CHEMBL4597	CDK16
CHEMBL4598	STK4
CHEMBL4599	TNK2
CHEMBL4601	PTK6
CHEMBL4602	EPHA7
CHEMBL4607	AGTR2
CHEMBL4608	MC5R
CHEMBL4616	GHSR
CHEMBL4625	BCL2L1
CHEMBL4630	CHEK1
CHEMBL4630672	
CHEMBL4630674	
CHEMBL4630818	SREBF1
CHEMBL4630872	cyp102A1
CHEMBL4632332	
CHEMBL4633	KCNA3
CHEMBL4644	MC3R
CHEMBL4649922	
CHEMBL4651323	
CHEMBL4662	PSMB5
CHEMBL4662936	S
CHEMBL4670	MAPKAPK3
CHEMBL4674	MAPK12
CHEMBL4685	IDO1
CHEMBL4693	ATP2A1
CHEMBL4701	Hrh1
CHEMBL4708	STK3
CHEMBL4718	MKNK1
CHEMBL4722	AURKA
CHEMBL4729	CYP2B6
CHEMBL4766	PDK1
CHEMBL4777	NPY1R
CHEMBL4794	TRPV1
CHEMBL4801	CASP1
CHEMBL4816	AKT3
CHEMBL4822	BACE1
CHEMBL4828	Slc18a2
CHEMBL4843	CX3CR1
CHEMBL4848	EIF4E
CHEMBL4849	NEK7
CHEMBL4860	BCL2
CHEMBL4869	PRNP
CHEMBL4878	CYP1B1
CHEMBL4879401	
CHEMBL4879458	SCAP
CHEMBL4879514	MAP1LC3B
CHEMBL4892	ADRA1A
CHEMBL4895	AXL
CHEMBL4896	PBK
CHEMBL4897	PLK3
CHEMBL4898	NTRK2
CHEMBL4900	PRKD2
CHEMBL4901	EPHB3
CHEMBL4924	RPS6KA6
CHEMBL4931	EBP
CHEMBL4954	EPHA3
CHEMBL4972	Htr3a
CHEMBL4977	JUN
CHEMBL4978	UGT2B17
CHEMBL4984	Tnf
CHEMBL5004	hindIIIR
CHEMBL5011	Trpm8
CHEMBL5014	RIPK2
CHEMBL5017	HTR4
CHEMBL5023	MDM2
CHEMBL5026	EEF2K
CHEMBL5027	FEN1
CHEMBL5043	ERAP2
CHEMBL5047	ULK3
CHEMBL5052	CDC42BPB
CHEMBL5058622	
CHEMBL5058627	
CHEMBL5067	DRD1
CHEMBL5072	EPHB1
CHEMBL5073	CAMK1D
CHEMBL5082	STK24
CHEMBL5084	CSNK1G3
CHEMBL5086	Txnrd2
CHEMBL5090	cyp51
CHEMBL5101	NAT1
CHEMBL5102	Trpv1
CHEMBL5107	Cacna1b
CHEMBL5121	MAPK6
CHEMBL5122	DDR2
CHEMBL5144	VIPR1
CHEMBL5147	EPHB4
CHEMBL5149	PYK
CHEMBL5150	
CHEMBL5162	NPSR1
CHEMBL5169164	ALKBH2
CHEMBL5169286	
CHEMBL5172	ENGASE
CHEMBL5188	Plcg1
CHEMBL5198	MAPK15
CHEMBL5209665	
CHEMBL5230	Plcg2
CHEMBL5251	BTK
CHEMBL5256	CAMKK1
CHEMBL5258	CAMK1G
CHEMBL5261	TAOK1
CHEMBL5265	TOP1
CHEMBL5281	CYP2E1
CHEMBL5282	CYP2A6
CHEMBL5284	CAMKK2
CHEMBL5285	MAP3K5
CHEMBL5291506	alkB
CHEMBL5291663	
CHEMBL5291669	
CHEMBL5291691	KDR VHL
CHEMBL5300	TOP3A
CHEMBL5303741	GABRA1 GABRB2 GABRG2 GABRA2
CHEMBL5305023	
CHEMBL5310	ACVR1B
CHEMBL5314	TYRO3
CHEMBL5314313	
CHEMBL5314315	
CHEMBL5314326	
CHEMBL5320	DMPK
CHEMBL5324	dak
CHEMBL5330	MAP4K2
CHEMBL5331	MERTK
CHEMBL5339	FFAR4
CHEMBL5347	G6PD
CHEMBL5351	luxR
CHEMBL5357	cyp130
CHEMBL5364	NLK
CHEMBL5365	POLK
CHEMBL5378	SELP
CHEMBL5391	POLI
CHEMBL5393	ABCG2
CHEMBL5401	STAT6
CHEMBL5402	Stat3
CHEMBL5404	TLK2
CHEMBL5407	PIM3
CHEMBL5408	TBK1
CHEMBL5409	GPBAR1
CHEMBL5415	SRPK3
CHEMBL5422	P4HB
CHEMBL5427	HIPK1
CHEMBL5435	ULK2
CHEMBL5455	FES
CHEMBL5456	DRD2
CHEMBL5469	PTK2B
CHEMBL5483	INSRR
CHEMBL5486	Insr
CHEMBL5490	Rock2
CHEMBL5501	KAT2A
CHEMBL5503	NR1I3
CHEMBL5505	Kcnma1
CHEMBL5508	Dyrk1a
CHEMBL5514	HTT
CHEMBL5518	MINK1
CHEMBL5519	DCLK2
CHEMBL5523	SETD7
CHEMBL5524	PRMT1
CHEMBL5533	RELA
CHEMBL5542	POLH
CHEMBL5552	STK25
CHEMBL5567	
CHEMBL5568	ROS1
CHEMBL5586	CBR1
CHEMBL5587	CREB1
CHEMBL5600	MARK3
CHEMBL5601	Vdr
CHEMBL5606	STK11
CHEMBL5611	Nqo1
CHEMBL5619	APEX1
CHEMBL5638	NEK11
CHEMBL5639	WNK2
CHEMBL5650	BRSK1
CHEMBL5652	GPR119
CHEMBL5661	XPO1
CHEMBL5668	SRPK2
CHEMBL5672	g6pd
CHEMBL5678	GRK5
CHEMBL5679	NEK3
CHEMBL5684	MUSK
CHEMBL5685	SLC22A1
CHEMBL5686	pfk
CHEMBL5697	EGLN1
CHEMBL5701	TAOK3
CHEMBL5712	DNASE1
CHEMBL5713	pstIR
CHEMBL5729	ecoRIR
CHEMBL5733	30
CHEMBL5748	ABCC2
CHEMBL5763	BCHE
CHEMBL5776	MAP3K7
CHEMBL5778	FOXO3
CHEMBL5782	scaIR
CHEMBL5784	NUAK1
CHEMBL5789	CDKL1
CHEMBL5794	SGK2
CHEMBL5795	
CHEMBL5810	EPHA1
CHEMBL5818	PRKX
CHEMBL5834	
CHEMBL5845	GLRA1
CHEMBL5859	Akt1
CHEMBL5866	CTNNB1
CHEMBL5878	HINT1
CHEMBL5894	DNASE2
CHEMBL5896	KDM4A
CHEMBL5909	HIF1AN
CHEMBL5918	ABCC3
CHEMBL5924	UBA1
CHEMBL5928	bamHIR
CHEMBL5938	PLK2
CHEMBL5939	ERAP1
CHEMBL5940	MARK1
CHEMBL5941	STK26
CHEMBL5980	
CHEMBL5983	AKR1B10
CHEMBL5990	BRCA1
CHEMBL5995	CYTH2
CHEMBL5999	HSD17B7
CHEMBL6000	RIOK2
CHEMBL6003	TSSK1B
CHEMBL6005	STK33
CHEMBL6007	TRPA1
CHEMBL6008	CBR3
CHEMBL6014	TSSK2
CHEMBL6020	ABCB11
CHEMBL6023	
CHEMBL6032	EHMT2
CHEMBL6035	Txnrd1
CHEMBL6036	DDAH1
CHEMBL6054	PASK
CHEMBL6055	WNK3
CHEMBL6066132	CYP1B1 VHL
CHEMBL6066137	VHL NCOA4
CHEMBL6066154	PPO2 PPO1 PPO3 PPO4
CHEMBL6066225	Gpr18
CHEMBL6066646	
CHEMBL6066735	
CHEMBL6066863	AMY1A
CHEMBL6082	SIK1
CHEMBL6089	UBE2N
CHEMBL6091	RNASE1
CHEMBL6093	CALM1
CHEMBL6103	SP1
CHEMBL6110	TGR
CHEMBL6113	PHOSPHO1
CHEMBL612240	
CHEMBL612245	
CHEMBL612250	
CHEMBL612255	
CHEMBL612256	
CHEMBL612258	
CHEMBL612262	
CHEMBL612263	
CHEMBL612264	
CHEMBL612267	
CHEMBL612270	
CHEMBL612277	
CHEMBL612278	
CHEMBL612279	
CHEMBL612283	
CHEMBL612286	
CHEMBL612304	
CHEMBL612305	
CHEMBL612306	
CHEMBL612309	
CHEMBL612310	
CHEMBL612313	
CHEMBL612320	
CHEMBL612326	
CHEMBL612328	
CHEMBL612334	
CHEMBL612335	
CHEMBL612341	
CHEMBL612345	
CHEMBL612346	
CHEMBL612348	
CHEMBL612355	
CHEMBL612356	
CHEMBL612361	
CHEMBL612362	
CHEMBL612366	
CHEMBL612369	
CHEMBL612375	
CHEMBL612381	
CHEMBL612384	
CHEMBL612385	
CHEMBL612386	
CHEMBL612389	
CHEMBL612396	
CHEMBL612398	
CHEMBL612399	
CHEMBL612408	
CHEMBL612409	EBP DHCR7
CHEMBL612426	
CHEMBL612430	
CHEMBL612433	
CHEMBL612436	
CHEMBL612437	
CHEMBL612440	
CHEMBL612443	
CHEMBL612446	
CHEMBL612447	
CHEMBL612462	
CHEMBL612468	
CHEMBL612469	
CHEMBL612500	
CHEMBL612504	
CHEMBL612505	
CHEMBL612506	
CHEMBL612507	
CHEMBL612508	
CHEMBL612514	
CHEMBL612517	
CHEMBL612518	
CHEMBL612519	
CHEMBL612521	
CHEMBL612522	
CHEMBL612542	
CHEMBL612543	
CHEMBL612544	
CHEMBL612545	
CHEMBL612546	
CHEMBL612554	
CHEMBL612555	
CHEMBL612556	
CHEMBL612557	
CHEMBL612558	
CHEMBL612563	
CHEMBL612565	
CHEMBL612566	
CHEMBL612569	
CHEMBL612570	
CHEMBL612571	
CHEMBL612573	
CHEMBL612579	
CHEMBL612583	
CHEMBL612585	
CHEMBL612588	
CHEMBL612589	
CHEMBL612594	
CHEMBL612595	
CHEMBL612600	
CHEMBL612624	
CHEMBL612633	
CHEMBL612635	
CHEMBL612638	
CHEMBL612639	
CHEMBL612640	
CHEMBL612646	
CHEMBL612647	
CHEMBL612648	
CHEMBL612649	
CHEMBL612652	
CHEMBL612653	
CHEMBL612656	
CHEMBL612657	
CHEMBL612670	
CHEMBL612672	
CHEMBL612679	
CHEMBL612693	
CHEMBL612694	
CHEMBL612698	
CHEMBL612700	
CHEMBL612701	
CHEMBL612703	
CHEMBL612717	
CHEMBL612722	
CHEMBL612736	
CHEMBL612749	
CHEMBL612754	
CHEMBL612756	
CHEMBL612758	
CHEMBL612763	
CHEMBL612768	
CHEMBL612778	
CHEMBL612790	
CHEMBL612794	
CHEMBL612795	
CHEMBL612796	
CHEMBL612799	
CHEMBL612803	
CHEMBL612807	
CHEMBL612810	
CHEMBL612811	
CHEMBL612815	
CHEMBL612818	
CHEMBL612821	
CHEMBL612837	
CHEMBL612841	
CHEMBL612842	
CHEMBL612843	
CHEMBL612844	
CHEMBL612845	
CHEMBL612847	
CHEMBL612848	
CHEMBL612849	
CHEMBL612851	
CHEMBL612853	
CHEMBL612855	
CHEMBL612860	
CHEMBL612867	
CHEMBL612868	
CHEMBL612869	
CHEMBL612870	
CHEMBL612871	
CHEMBL612873	
CHEMBL612874	
CHEMBL612876	
CHEMBL612877	
CHEMBL612878	
CHEMBL612879	
CHEMBL612880	
CHEMBL612884	
CHEMBL612888	
CHEMBL612889	
CHEMBL612893	
CHEMBL612894	
CHEMBL612899	
CHEMBL612926	
CHEMBL612927	
CHEMBL612948	
CHEMBL612950	
CHEMBL612969	
CHEMBL612994	
CHEMBL612995	
CHEMBL613004	
CHEMBL613012	
CHEMBL613013	
CHEMBL613034	
CHEMBL613035	
CHEMBL613038	
CHEMBL613041	
CHEMBL613042	
CHEMBL613064	
CHEMBL613065	
CHEMBL613068	
CHEMBL613070	
CHEMBL613071	
CHEMBL613077	
CHEMBL613088	
CHEMBL613102	
CHEMBL613107	
CHEMBL613109	
CHEMBL613120	
CHEMBL613126	
CHEMBL613127	
CHEMBL613132	
CHEMBL613140	
CHEMBL613146	
CHEMBL613162	
CHEMBL613163	
CHEMBL613164	
CHEMBL613180	
CHEMBL613181	
CHEMBL613185	
CHEMBL613187	
CHEMBL613196	
CHEMBL613202	
CHEMBL613205	
CHEMBL613219	
CHEMBL613229	
CHEMBL613245	
CHEMBL613252	
CHEMBL613253	
CHEMBL613254	
CHEMBL613256	
CHEMBL613269	
CHEMBL613271	
CHEMBL613272	
CHEMBL613273	
CHEMBL613274	
CHEMBL613275	
CHEMBL613288	
CHEMBL613289	
CHEMBL613290	
CHEMBL613300	
CHEMBL613314	
CHEMBL613323	
CHEMBL613327	
CHEMBL613331	
CHEMBL613333	
CHEMBL613334	
CHEMBL613335	
CHEMBL613336	
CHEMBL613337	
CHEMBL613338	
CHEMBL613344	
CHEMBL613345	
CHEMBL613357	
CHEMBL613362	
CHEMBL613373	
CHEMBL613411	
CHEMBL613416	
CHEMBL613419	
CHEMBL613424	
CHEMBL613426	
CHEMBL613427	
CHEMBL613431	
CHEMBL613450	
CHEMBL613455	
CHEMBL613459	
CHEMBL613488	
CHEMBL613490	
CHEMBL613493	
CHEMBL613494	
CHEMBL613497	
CHEMBL6135	NA
CHEMBL613503	
CHEMBL613505	
CHEMBL613506	
CHEMBL613507	
CHEMBL613508	
CHEMBL613509	
CHEMBL613510	
CHEMBL613515	
CHEMBL613517	
CHEMBL613527	
CHEMBL613529	
CHEMBL613530	
CHEMBL613531	
CHEMBL613533	
CHEMBL613537	
CHEMBL613541	
CHEMBL613543	
CHEMBL613545	
CHEMBL613554	
CHEMBL613555	
CHEMBL613556	
CHEMBL613561	
